id,location,text
1052932548949680129,"Tyler,Texas","b'RT @RJC: \xe2\x80\x9cI want to cut your taxes; Congressman O\xe2\x80\x99Rourke wants to raise your taxes,\xe2\x80\x9d Mr. Cruz said in his closing remarks. \xe2\x80\x9cI want to keep\xe2\x80\xa6'"
1052932490200010752,,"b'RT @CBSNews: ""Don\'t interrupt me, Jason,"" says Ted Cruz as the moderator tried to ask a follow-up question on the importance of remaining c\xe2\x80\xa6'"
1052932485921824768,"Webster, Texas","b'RT @CBSNews: ""Don\'t interrupt me, Jason,"" says Ted Cruz as the moderator tried to ask a follow-up question on the importance of remaining c\xe2\x80\xa6'"
1052932460487553024,United States,b'RT @beccas1434: THE STARS AT NIGHT ARE BIG AND BRIGHT \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f DEEP IN THE HEART OF TEXAS!\n\nON OCTOBER 18TH THURSDAY!\n\nHOSTED AND LIVE ON CNN @\xe2\x80\xa6'
1052932418062176256,,"b'RT @Swamp_Fever2020: Hey Texas,\nDemturds think this is a seat they can win!!!\nWe need Ted Cruz for US Senate!!!\nWe counting on you Texas!!!\xe2\x80\xa6'"
1052932382079225857,HEATH TX.,b'RT @Erin_Jesko: Does Texas really want a senate that doesn\xe2\x80\x99t buckle his kids? https://t.co/kz2tIVa2Eb'
1052932361334255617,mexico city,"b'RT @ThisWeekABC: @adam_kels Texas Senate race:\n\nA blue Texas could change the electoral map for a generation, but early Democratic exciteme\xe2\x80\xa6'"
1052932188809834496,"Everett, WA",b'RT @Salon: Beto O\xe2\x80\x99Rourke dominates Ted Cruz in Texas Senate debate https://t.co/ZJnUPH5cPw'
1052932165766447105,"San Antonio, TX","b'RT @TexasTribune: 27/ #ElectionDay is in 20 days. \n\nDuring their second U.S. Senate debate in San Antonio, Beto O\xe2\x80\x99Rourke and Ted Cruz went\xe2\x80\xa6'"
1052932156534575109,"Oregon, Sector-0042 USA",b'RT @beccas1434: THE STARS AT NIGHT ARE BIG AND BRIGHT \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f DEEP IN THE HEART OF TEXAS!\n\nON OCTOBER 18TH THURSDAY!\n\nHOSTED AND LIVE ON CNN @\xe2\x80\xa6'
1052932021364948992,"Austin, TX",b'RT @beccas1434: THE STARS AT NIGHT ARE BIG AND BRIGHT \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f DEEP IN THE HEART OF TEXAS!\n\nON OCTOBER 18TH THURSDAY!\n\nHOSTED AND LIVE ON CNN @\xe2\x80\xa6'
1052931943107506176,"Denver, CO","b'@realDonaldTrump Thank you for campaigning in key states to ensure Republicans hold the Senate: Tennessee, Missouri\xe2\x80\xa6 https://t.co/siEFTQfOXk'"
1052931887826706432,"Alabama, USA",b'RT @kwilli1046: Whom do you believe will win the Texas Senate Race?\n\nPlease vote and retweet for bigger sample size'
1052931861884887042,USA,"b""RT @AliAdair22: @beccas1434 @BetoORourke @tedcruz \xf0\x9f\x97\xb3\xef\xb8\x8fPlease vote for Beto O'Rourke @BetoORourke for U.S. Senate in #Texas! https://t.co/wcpy\xe2\x80\xa6"""
1052931805546856448,,b'Are all Texans that stupid?  That rich?  That immoral that 52% of them are willing to vote for the slimy Cruz over\xe2\x80\xa6 https://t.co/ZHam8r7BvO'
1052931748974272512,"Dallas, TX","b'RT @anajara19425456: Ted Cruz let Trump disrespect him, his wife, etc and now they\xe2\x80\x99re all bffs. A man without dignity cannot be TEXAS senat\xe2\x80\xa6'"
1052931706695499776,"Washington, DC","b'@adam_kels Texas Senate race:\n\nA blue Texas could change the electoral map for a generation, but early Democratic e\xe2\x80\xa6 https://t.co/xOgwuKkMpe'"
1052931681349525504,,"b'RT @ABCPolitics: Texas Senate race:\n\nA blue Texas could change the electoral map for a generation, but early Democratic excitement and a ma\xe2\x80\xa6'"
1052931520762019845,,"b'RT @CBSNews: ""Don\'t interrupt me, Jason,"" says Ted Cruz as the moderator tried to ask a follow-up question on the importance of remaining c\xe2\x80\xa6'"
1052931504320462848,"Birmingham, UK",b'@historicus91 @KevinMFeeney *Democrats make a gain of 1 of the 2 seats they need for Senate control and lose Texas by 1 vote*'
1052931489841733634,,b'RT @beccas1434: THE STARS AT NIGHT ARE BIG AND BRIGHT \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f DEEP IN THE HEART OF TEXAS!\n\nON OCTOBER 18TH THURSDAY!\n\nHOSTED AND LIVE ON CNN @\xe2\x80\xa6'
1052931386607321088,SD 12,b'I recently announced legislation to improve sexual assault investigations and emergency care for survivors. https://t.co/XIg2v4nKYW'
1052931291136442370,New York,"b'trump has one hope, to crush Beto @BetoORourke in the Texas Senate. He must fail'"
1052931288225574913,"Plano, TX","b'@IngrahamAngle @realDonaldTrump @tedcruz @MSNBC Says he has the ""Message of Obama and the face of a Kennedy""... So\xe2\x80\xa6 https://t.co/VFFaJ3kpUn'"
1052931116364165121,"Conroe, Texas","b'RT @CollegeDems: Texas College Democrats are leading the charge to send @BetoORourke to the U.S. Senate.\n\n""\xe2\x80\x99The El Paso congressman\xe2\x80\x99s stanc\xe2\x80\xa6'"
1052931101231075328,,"b'@adam_kels Texas Senate race:\n\nA blue Texas could change the electoral map for a generation, but early Democratic e\xe2\x80\xa6 https://t.co/Dg9vShER9I'"
1052931091135258625,"San Francisco, CA USA",b'Ted Cruz Looks Stale and Old and Past His Time https://t.co/XK09Sgf0uQ via @Esquire'
1052931052438781954,"Washington, DC","b'Texas Senate race:\n\nA blue Texas could change the electoral map for a generation, but early Democratic excitement a\xe2\x80\xa6 https://t.co/f6APsHRSK1'"
1052930965784420353,"Denton, Texas","b'RT @robsfriedlander: ""Cruz has had one of the highest rates of missed votes in the Senate, in large part because of his nearly 14-month pre\xe2\x80\xa6'"
1052930947711213568,,b'RT @dtxErgaOmnes: Everyone needs to watch Beto O\xe2\x80\x99Rourke debate Ted Cruz in 10 minutes.\n\nBeto will give Texans even more reasons to vote for\xe2\x80\xa6'
1052930897027186688,"Texas, USA",b'Beto O\xe2\x80\x99Rourke vs. Ted Cruz: \xe2\x80\x9cimpostor\xe2\x80\x9d sent texts in Texas Senate race - Vox https://t.co/i5O7cC1QRp'
1052930781188898816,903 ,b'RT @Erin_Jesko: Does Texas really want a senate that doesn\xe2\x80\x99t buckle his kids? https://t.co/kz2tIVa2Eb'
1052930774230556672,"Texas, USA","b'@MSNBC @MeatballMom2 I am proud to passionately proclaim:\n\nGo Beto, Go to the US Senate!\nMake Texas in the nation proud!\n\n#Resist!'"
1052930757222703105,"Houston, TX","b'RT @Swamp_Fever2020: Hey Texas,\nDemturds think this is a seat they can win!!!\nWe need Ted Cruz for US Senate!!!\nWe counting on you Texas!!!\xe2\x80\xa6'"
1052930727338233862,"Washington, D.C.",b'Senate candidate Beto O\xe2\x80\x99Rourke explains his more aggressive approach in debate https://t.co/2pQxKpTZt0 via @houstonchron'
1052930698909233152,"St Louis, MO","b'RT @CharlesPPierce: I watched the Texas Senate debate tonight. I wish Republicans would stop using the ""JFK Ran On Tax Cuts"" dodge to excus\xe2\x80\xa6'"
1052930538024112129,Daytona Beach,"b""RT @CattHarmony: It's clear Beto O\xe2\x80\x99Rourke has no chance winning the Texas Senate seat after #TexasDebate...but Beto is delusional eough to\xe2\x80\xa6"""
1052930357824229376,"San Antonio, TX",b'RT @CharlesPPierce: Ted Cruz looks stale and old and past his time: https://t.co/M7PvtgMdtB https://t.co/9XIeMvM7Q4'
1052930342183727105,"St. Joseph, MO",b'RT @CharlesPPierce: Ted Cruz looks stale and old and past his time: https://t.co/M7PvtgMdtB https://t.co/9XIeMvM7Q4'
1052930299615735810,midwest,"b'RT @JereeGeeStavich: Senator @tedcruz brilliant legal mind, EXCELLENT for TEXAS &amp; our UNITED STATES SENATE. https://t.co/CZCsmfKXp7'"
1052930287544520705,,"b""RT @esquire: The Texas Republican is still the favorite against Beto O'Rourke, but Tuesday's debate wasn't flattering. https://t.co/O0yrKIB\xe2\x80\xa6"""
1052930249422499841,"Houston, Texas",b'Beto sounds fake\xe2\x80\x94\xe2\x80\x94ahhhhh because he is fake perhaps. https://t.co/Pqhfce1QvY'
1052930235954552832,,"b""Don't bet on Beto O'Rourke to win Texas for the Democrats | John Daniel Davidson https://t.co/hzUxUNBhpb"""
1052930206485401601,,"b""I'M BEGGING YOU TEXAS VOTE THESE SELF ENTITLED WAY TOO RICH SOULLESS family the Hell away from Senate https://t.co/VYAnt0e24C"""
1052930081406955521,California Global,"b""RT @esquire: The Texas Republican is still the favorite against Beto O'Rourke, but Tuesday's debate wasn't flattering. https://t.co/O0yrKIB\xe2\x80\xa6"""
1052930055125516288,"Olathe, KS","b'RT @CollegeDems: Texas College Democrats are leading the charge to send @BetoORourke to the U.S. Senate.\n\n""\xe2\x80\x99The El Paso congressman\xe2\x80\x99s stanc\xe2\x80\xa6'"
1052930053200338944,United States,"b'RT @Swamp_Fever2020: Hey Texas,\nDemturds think this is a seat they can win!!!\nWe need Ted Cruz for US Senate!!!\nWe counting on you Texas!!!\xe2\x80\xa6'"
1052929810765414402,"Des Plaines, IL",b'RT @CharlesPPierce: Ted Cruz looks stale and old and past his time: https://t.co/M7PvtgMdtB https://t.co/9XIeMvM7Q4'
1052929806344572928,"Tampa, FL #TCOT","b""RT @CattHarmony: It's clear Beto O\xe2\x80\x99Rourke has no chance winning the Texas Senate seat after #TexasDebate...but Beto is delusional eough to\xe2\x80\xa6"""
1052929721825136641,,"b'RT @Swamp_Fever2020: Hey Texas,\nDemturds think this is a seat they can win!!!\nWe need Ted Cruz for US Senate!!!\nWe counting on you Texas!!!\xe2\x80\xa6'"
1052929676111273984,,"b'RT @Swamp_Fever2020: Hey Texas,\nDemturds think this is a seat they can win!!!\nWe need Ted Cruz for US Senate!!!\nWe counting on you Texas!!!\xe2\x80\xa6'"
1052929661196488705,"Brooklyn, NY from Queens",b'RT @CharlesPPierce: Ted Cruz looks stale and old and past his time: https://t.co/M7PvtgMdtB https://t.co/9XIeMvM7Q4'
1052929530132922370,,"b'RT @Swamp_Fever2020: Hey Texas,\nDemturds think this is a seat they can win!!!\nWe need Ted Cruz for US Senate!!!\nWe counting on you Texas!!!\xe2\x80\xa6'"
1052929399790682118,,b'RT @CharlesPPierce: Ted Cruz looks stale and old and past his time: https://t.co/M7PvtgMdtB https://t.co/9XIeMvM7Q4'
1052929281880256512,"Henderson, NV",b'RT @CharlesPPierce: Ted Cruz looks stale and old and past his time: https://t.co/M7PvtgMdtB https://t.co/9XIeMvM7Q4'
1052929233448787968,"New York, NY","b""The Texas Republican is still the favorite against Beto O'Rourke, but Tuesday's debate wasn't flattering.\xe2\x80\xa6 https://t.co/ZGoBTOcjnF"""
1052929197042208770,Flavor Town,"b'RT @realDonaldTrump: Have a good chance to win Texas on Tuesday. Cruz is a nasty guy, not one Senate endorsement and, despite talk, gets no\xe2\x80\xa6'"
1052929163743637504,Florida,b'RT @CharlesPPierce: Ted Cruz looks stale and old and past his time: https://t.co/M7PvtgMdtB https://t.co/9XIeMvM7Q4'
1052929162032353280,,b'RT @crewislife: Ted Cruz Looks Stale and Old and Past His Time https://t.co/jrqTIM0eXP https://t.co/MwjQmqHp6Y'
1052928958503608320,"Seattle, Washington",b'Beto O\xe2\x80\x99Rourke dominates Ted Cruz in Texas Senate debate https://t.co/BvcdHbeX5S'
1052928890149265408,48223,"b'RT @PaulMayATL: Beto O""Rourke is exactly the type of generational leader America needs after the past 2 year disaster.  He brings people to\xe2\x80\xa6'"
1052928573932261377,Baton Rouge,b'Ted Cruz Looks Stale and Old and Past His Time https://t.co/2ImaDx5Pu4 via @Esquire'
1052928539656376320,United States,b'RT @kwilli1046: Whom do you believe will win the Texas Senate Race?\n\nPlease vote and retweet for bigger sample size'
1052928471691751424,"South Jordan, UT",b'RT @Oldvet11eE: Beto O\xe2\x80\x99Rourke dominates Ted Cruz in Texas Senate debate https://t.co/WYdIRKdiRi'
1052928432512950273,"San Antonio, Tx ✈️ Tyler, TX",b'RT @Erin_Jesko: Does Texas really want a senate that doesn\xe2\x80\x99t buckle his kids? https://t.co/kz2tIVa2Eb'
1052928432340967425,,b'The only REAL TEXAN IN THE RACE IS BETO! https://t.co/WfuwIYvCf8'
1052928399310823424,New York City,"b""RT @dsrci2018: @TapestryofPeace @TheDemCoalition @gifa1gino @BetoORourke @tedcruz VOTE\xf0\x9f\x8c\x8aVOTE\xf0\x9f\x8c\x8aVOTE\xf0\x9f\x8c\x8a\xe2\x9d\x97\xe2\x9d\x97\xe2\x9d\x97\xe2\x9d\x97\xe2\x9d\x97\xe2\x9d\x97\xe2\x9d\x97\xe2\x9d\x97\xe2\x9d\x97\xe2\x9d\x97\nVote for BETO O'ROURKE for U.S.\xe2\x80\xa6"""
1052928290393083904,New York City,"b'RT @TheDemCoalition: MOMENTUM: @BetoORourke has been closing the gap over the last several months, but this is the first poll that puts him\xe2\x80\xa6'"
1052928271128489985,"Santa Cruz, CA",b'RT @CharlesPPierce: Ted Cruz looks stale and old and past his time: https://t.co/M7PvtgMdtB https://t.co/9XIeMvM7Q4'
1052928155931967488,"Cypress, CA",b'RT @CharlesPPierce: Ted Cruz looks stale and old and past his time: https://t.co/M7PvtgMdtB https://t.co/9XIeMvM7Q4'
1052928126785859585,"Myrtle Beach, SC",b'@iowahawkblog It is my intention to immigrate to and seek political asylum in Texas. I  will be coming from SC. I h\xe2\x80\xa6 https://t.co/M17kfnYEl8'
1052928099212439553,"California, USA",b'RT @kwilli1046: Whom do you believe will win the Texas Senate Race?\n\nPlease vote and retweet for bigger sample size'
1052928021865394178,,b'RT @CharlesPPierce: Ted Cruz looks stale and old and past his time: https://t.co/M7PvtgMdtB https://t.co/9XIeMvM7Q4'
1052928007961280512,"Florida, USA",b'RT @CharlesPPierce: Ted Cruz looks stale and old and past his time: https://t.co/M7PvtgMdtB https://t.co/9XIeMvM7Q4'
1052927974763352065,,"b""Get out Texas and vote for #Beto \nBetomania: Why Democrats are crazy for their 'authentically cool' Senate candidat\xe2\x80\xa6 https://t.co/JqMCRhBHzH"""
1052927889790791683,,"b'RT @PaulMayATL: Beto O""Rourke is exactly the type of generational leader America needs after the past 2 year disaster.  He brings people to\xe2\x80\xa6'"
1052927824175063040,"Los Angeles, Ca","b'RT @PaulMayATL: Beto O""Rourke is exactly the type of generational leader America needs after the past 2 year disaster.  He brings people to\xe2\x80\xa6'"
1052927777438126080,USA,b'RT @CharlesPPierce: Ted Cruz looks stale and old and past his time: https://t.co/M7PvtgMdtB https://t.co/9XIeMvM7Q4'
1052927627852480512,"McAllen, Texas","b'RT @AgustinBarriosG: La verdadera raz\xc3\xb3n es que los mexicoamericanos (ciudadanos, obviamente) no votan. Mientras eso sea el caso ser\xc3\xa1n discr\xe2\x80\xa6'"
1052927532448841728,Boston/Atlanta,b'RT @crewislife: Ted Cruz Looks Stale and Old and Past His Time https://t.co/jrqTIM0eXP https://t.co/MwjQmqHp6Y'
1052927471442644992,"Texas, USA","b'RT @JimTexasjaj: ""Democrat Socialist, Robert O\xe2\x80\x99Rourke, tried repeatedly but Failed to make any sense in the TV Debate with Senator, Ted Cru\xe2\x80\xa6'"
1052927457840562177,"Garland, TX/Bethany, OK",b'RT @Erin_Jesko: Does Texas really want a senate that doesn\xe2\x80\x99t buckle his kids? https://t.co/kz2tIVa2Eb'
1052927441793150977,,b'RT @CharlesPPierce: Ted Cruz looks stale and old and past his time: https://t.co/M7PvtgMdtB https://t.co/9XIeMvM7Q4'
1052927350965329922,,b'RT @beccas1434: THE STARS AT NIGHT ARE BIG AND BRIGHT \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f DEEP IN THE HEART OF TEXAS!\n\nON OCTOBER 18TH THURSDAY!\n\nHOSTED AND LIVE ON CNN @\xe2\x80\xa6'
1052927279888781312,Heartland of America,"b'RT @CBSNews: ""Don\'t interrupt me, Jason,"" says Ted Cruz as the moderator tried to ask a follow-up question on the importance of remaining c\xe2\x80\xa6'"
1052927171302514689,,b'All Beto O\xe2\x80\x99Rourke\xe2\x80\x99s campaign has become is media adoration of a 46-year-old Liberal guy running for Senate in Texas\xe2\x80\xa6 https://t.co/chn0SABk6O'
1052927126230323201,"Owens Cross Roads,AL","b'RT @markknoller: Later today, Pres Trump embarks on 3 day political swing to get out the votes for key GOP Senate candidates in Montana, Ar\xe2\x80\xa6'"
1052927113995661313,"Edgewood, TX",b'RT @Erin_Jesko: Does Texas really want a senate that doesn\xe2\x80\x99t buckle his kids? https://t.co/kz2tIVa2Eb'
1052927053979312128,Fact Based World,b'Ted Cruz Looks Stale and Old and Past His Time https://t.co/jrqTIM0eXP https://t.co/MwjQmqHp6Y'
1052927049323765760,"Larkhall, Scotland",b'RT @AllCharisma: YIKES: @TedCruz missed a quarter of votes in 2015 and half of votes in 2016. @BetoORourke will show up for us in the Senat\xe2\x80\xa6'
1052927046861479936,"Philadelphia, PA",b'Ted Cruz Looks Stale and Old and Past His Time https://t.co/zE6EOcst1n https://t.co/dG18aWzfgT'
1052926920088797184,Florida ,"b""A more aggressive Beto O'Rourke races the clock in Texas\n\nhttps://t.co/yT0KmXffCi"""
1052926843790209024,"Houston, TX",b'@thespybrief RT chimed in on my Texas Senate race siding with Cruz.  \xf0\x9f\x98\x92\xf0\x9f\x98\x92'
