id,location,text
1051942793843826688,"Paris, France","b""RT @JohnCornyn: Cruz vs. O'Rourke is most expensive U.S. Senate race in history https://t.co/quGXT4OSl5"""
1051942374581133313,,"b""RT @AMHotFlash: BETO'S campaign has raised more money in a single quarter, than any senate race in the history of this country. #Beto is ma\xe2\x80\xa6"""
1051942251746783232,,"b""Ted Cruz, Beto O'Rourke try to rally Latino voters in Texas Senate race https://t.co/veiQzCOrVP #FoxNews Come on La\xe2\x80\xa6 https://t.co/UdzfQkXdbj"""
1051942146041933824,"Dallas, TX",b'Does Texas\xe2\x80\x99 senate race belong to Texans? https://t.co/CcBBWH5pmT https://t.co/GXnrZdJHid'
1051941876247482371,"Texas, USA today",b'https://t.co/WNsFrdCTx5'
1051941807687442434,"Austin, TX","b'Beto O\xe2\x80\x99Rourke\xe2\x80\x99s ties to his wealthy family draw scrutiny, and attack ads, in US Senate race https://t.co/YpUwJv0cep via @houstonchron'"
1051941610919989254,"West Hattiesburg, MS","b""RT @JohnCornyn: Cruz vs. O'Rourke is most expensive U.S. Senate race in history https://t.co/quGXT4OSl5"""
1051941484218474498,Texas,"b""RT @JohnCornyn: Cruz vs. O'Rourke is most expensive U.S. Senate race in history https://t.co/quGXT4OSl5"""
1051941220266717184,U.S.A.,"b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051940874077253638,"Hollywood, Los Angeles","b""RT @JohnCornyn: Cruz vs. O'Rourke is most expensive U.S. Senate race in history https://t.co/quGXT4OSl5"""
1051940250967248897,"Diyarbakır, Türkiye","b'Ted Cruz, Beto O\xe2\x80\x99Rourke try to rally Latino voters in Texas Senate\xc2\xa0race https://t.co/lPHc2izC9u https://t.co/THX46wsAiM'"
1051939978509463552,,"b'RT @MSNBC: ""Ted Cruz has insisted that we repeal every single word of the Affordable Care Act, including protections for pre-existing condi\xe2\x80\xa6'"
1051939923656364032,"Florida, USA","b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051939610484494336,Horse Country,b'RT @schrobblehead: @jmartNYT @BetoORourke Maybe people just really like Beto and want him to win. Maybe people really dislike Cruz and want\xe2\x80\xa6'
1051939424546824192,United States,"b""RT @GaryMallonee2: Ted Cruz, Beto O'Rourke try to rally Latino voters in Texas Senate race\n\nhttps://t.co/hmbuQFR3w7"""
1051939367072256000,"Buckhannon, WV","b""Ted Cruz, Beto O'Rourke try to rally Latino voters in Texas Senate race\n\nhttps://t.co/hmbuQFR3w7"""
1051939187665068033,United States,"b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051939119293718528,,"b'RT @MSNBC: ""Ted Cruz has insisted that we repeal every single word of the Affordable Care Act, including protections for pre-existing condi\xe2\x80\xa6'"
1051938851462307840,"Indiana, USA",b'RT @crimsonfaith88: \xf0\x9f\x9b\x91Beto skates across the Stage on his skateboard. Hoping to show his \xe2\x80\x9cCool Guy\xe2\x80\x9d side.  Cruz still leads in polling.Dont\xe2\x80\xa6'
1051938348930146304,,b'RT @crimsonfaith88: \xf0\x9f\x9b\x91Beto skates across the Stage on his skateboard. Hoping to show his \xe2\x80\x9cCool Guy\xe2\x80\x9d side.  Cruz still leads in polling.Dont\xe2\x80\xa6'
1051938142360559617,,"b'RT @MSNBC: ""Ted Cruz has insisted that we repeal every single word of the Affordable Care Act, including protections for pre-existing condi\xe2\x80\xa6'"
1051937890584879104,,"b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051937517170290689,,"b""RT @JohnCornyn: Cruz vs. O'Rourke is most expensive U.S. Senate race in history https://t.co/quGXT4OSl5"""
1051936705647976450,,b'RT @FrankLuntz: I\xe2\x80\x99ll be on @VICENews tonight with a focus group of Texas voters. Topics will include immigration and the Texas Senate race.\xe2\x80\xa6'
1051936641294770177,"Pittsburgh, PA","b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051936616569327617,"Brandon, SD","b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051936501012058112,Our Lone Star State,"b""RT @JohnCornyn: Cruz vs. O'Rourke is most expensive U.S. Senate race in history https://t.co/quGXT4OSl5"""
1051936208023109632,"Brownsville, TX","b""Ted Cruz, Beto O'Rourke try to rally Latino voters in Texas Senate race\n\nhttps://t.co/rWJcDfiThG\n\nFRANCIS O\xe2\x80\x99ROURKE EATS TACOS WITH A FORK"""
1051935832641286144,"Cedar Hill, TX","b""RT @JohnCornyn: Cruz vs. O'Rourke is most expensive U.S. Senate race in history https://t.co/quGXT4OSl5"""
1051935826194632704,,"b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051935673396154368,Southeast US,"b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051935438477320192,,"b""Ted Cruz, Beto O'Rourke try to rally Latino voters in Texas Senate\xc2\xa0race https://t.co/ZIRYbVH2Yl https://t.co/UFur5MR1r5"""
1051935347427475457,"Ballerup, Danmark","b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051935023656525825,"Florida, USA","b""RT @AliAdair22: \xf0\x9f\x90\xa6Next, Beto O'Rourke @BetoORourke, running for U.S. Senate in #Texas. Please follow, tweet, contribute, volunteer, anything\xe2\x80\xa6"""
1051934449909170176,"Carlsbad, CA","b""(Ted Cruz, Beto O'Rourke try to rally Latino voters in Texas Senate race) StockaWiki | Fast Breaking Financial News\xe2\x80\xa6 https://t.co/eDfjaS8CWb"""
1051934341624823808,,"b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051934278848827393,Global,"b""Ted Cruz, Beto O'Rourke try to rally Latino voters in Texas Senate race https://t.co/1wZZxYPQCs #FoxNews"""
1051934217712603137,South Florida,"b'RT @MSNBC: ""Ted Cruz has insisted that we repeal every single word of the Affordable Care Act, including protections for pre-existing condi\xe2\x80\xa6'"
1051934172556738560,,"b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051934081779417089,"Oslo, Norge","b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051934054457720834,,"b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051934006655168514,Texas,"b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051933572330921989,United States,"b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051932377080057861,,"b""RT @JohnCornyn: Cruz vs. O'Rourke is most expensive U.S. Senate race in history https://t.co/quGXT4OSl5"""
1051932339679449088,,"b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051932054793859076,,"b'RT @FrankLuntz: About to kick off a focus group in Dallas for @VICENews.\n\nBig topics for tonight: Immigration (Border wall, DREAMers, etc.)\xe2\x80\xa6'"
1051931972040355840,,"b""Ted Cruz, Beto O'Rourke try to rally Latino voters in Texas Senate race https://t.co/PKFDYzg1Yh #FoxNews"""
1051931952792698880,"Ada, MI","b'If you\xe2\x80\x99re Latina/Latino and vote for terrible Ted, you should no longer claim a Latina/Latino heritage. \n\nTed Cruz,\xe2\x80\xa6 https://t.co/JZIJdvJkz1'"
1051931921872228353,"Houston, TX","b""Ted Cruz, Beto O'Rourke try to rally Latino voters in Texas Senate race https://t.co/vcpTAAIVuz #FoxNews  Ted will\xe2\x80\xa6 https://t.co/uG4X04VALy"""
1051931810047959041,,"b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051931465531850753,Planet Earth,b'RT @Slate: Beto O\xe2\x80\x99Rourke raised $38 million but his chances of beating Ted Cruz in Texas look remote: https://t.co/F71gB8X0kG https://t.co/\xe2\x80\xa6'
1051931428127199232,"Florida, USA","b""RT @JohnCornyn: Cruz vs. O'Rourke is most expensive U.S. Senate race in history https://t.co/quGXT4OSl5"""
1051931376889618433,"Georgia, USA","b""Ted Cruz, Beto O'Rourke try to rally Latino voters in Texas Senate race https://t.co/6NoiNqbAOf #FoxNews"""
1051931361139920896,,"b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051930701015240704,,"b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051930676319199233,"Austin, TX",b'RT @FrankLuntz: I\xe2\x80\x99ll be on @VICENews tonight with a focus group of Texas voters. Topics will include immigration and the Texas Senate race.\xe2\x80\xa6'
1051930574774882305,,"b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051930481334337537,"Long Beach, NY","b'RT @MSNBC: ""Ted Cruz has insisted that we repeal every single word of the Affordable Care Act, including protections for pre-existing condi\xe2\x80\xa6'"
1051930151255244805,Texas,"b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051929527981551618,Border/Language/Culture,"b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051929393600323585,"Minnesota, USA","b""Just want to say that if Texas doesn't vote for @BetoORourke for the Senate, we'll be glad to have him as a Preside\xe2\x80\xa6 https://t.co/dET3Xj5ddA"""
1051929363996848128,,"b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051929206244945920,"Ohio, USA",b'RT @FrankLuntz: I\xe2\x80\x99ll be on @VICENews tonight with a focus group of Texas voters. Topics will include immigration and the Texas Senate race.\xe2\x80\xa6'
1051929098308718592,,"b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051929017056731136,"Louisville, KY",b'RT @FrankLuntz: I\xe2\x80\x99ll be on @VICENews tonight with a focus group of Texas voters. Topics will include immigration and the Texas Senate race.\xe2\x80\xa6'
1051928713116479496,Ontario Canada,"b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051928595936026624,,"b'RT @FrankLuntz: About to kick off a focus group in Dallas for @VICENews.\n\nBig topics for tonight: Immigration (Border wall, DREAMers, etc.)\xe2\x80\xa6'"
1051928564583546880,"Washington, DC","b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051928512385437697,"Miami, FL","b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051928328482025477,,"b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051928227415961603,"Logan, UT","b'RT @MSNBC: ""Ted Cruz has insisted that we repeal every single word of the Affordable Care Act, including protections for pre-existing condi\xe2\x80\xa6'"
1051928121887272961,"Pasadena, CA","b""Ted Cruz, Beto O'Rourke try to rally Latinx voters in the Texas Senate race.\nhttps://t.co/a1subKUnPt #duengage"""
1051927902713974784,"Florida, and U.K.","b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051927753845592065,"Houston, Texas",b'Latino vote could be key in Texas senate race\n\nhttps://t.co/Me5iTVsiSD'
1051927729493471232,"Houston, Texas","b""Ted Cruz, Beto O'Rourke try to rally Latino voters in Texas Senate race\n\nhttps://t.co/4agVyvjNv8"""
1051927710988230662,USA,"b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051927600820563969,,"b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051927135084924929,New York,b'RT @FrankLuntz: I\xe2\x80\x99ll be on @VICENews tonight with a focus group of Texas voters. Topics will include immigration and the Texas Senate race.\xe2\x80\xa6'
1051927054839558144,,b'RT @FrankLuntz: I\xe2\x80\x99ll be on @VICENews tonsil withe a foeticide groveled of Texas Voters. Topics will incoalescence i\xe2\x80\xa6 https://t.co/iPZSmQnCX8'
1051927050846724096,"Texas, USA","b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051926827021807617,,"b""RT @JohnCornyn: Cruz vs. O'Rourke is most expensive U.S. Senate race in history https://t.co/quGXT4OSl5"""
1051926679973715968,United States,"b""Ted Cruz, Beto O'Rourke try to rally Latino voters in Texas Senate race https://t.co/dottdJJmFP #FoxNews"""
1051926527275884545,"Gainesville, FL","b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051926454014017536,Texas,"b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051926452944465921,,"b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051926367556788224,"Paris, France","b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051926303820132352,Worldwide,"b""Ted Cruz, Beto O'Rourke try to rally Latino voters in Texas Senate race [unable to retrieve full-text content] One\xe2\x80\xa6 https://t.co/W6MWcHDMVT"""
1051926187658936320,"Washington, D.C.","b'RT @MSNBC: ""Ted Cruz has insisted that we repeal every single word of the Affordable Care Act, including protections for pre-existing condi\xe2\x80\xa6'"
1051925927721091077,,b'Latino vote could be key in Texas senate race |  https://t.co/QElZnt4iR6'
1051925912919465987,Ohio,"b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051925906305011712,,"b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051925854014574592,"Rondônia, Brasil","b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051925731415130123,"Missouri, USA","b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051925694761107456,"Rio de Janeiro, Brasil","b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051925472161013760,,"b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051925460790198272,"Kontich, België","b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051925232439709696,Bruselas,"b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051925142031527942,"Lubbock, TX",b'@BubbaLucia @rebecca_n @BetoORourke I don\xe2\x80\x99t care what Beto says. A lot of that money is coming from out of state an\xe2\x80\xa6 https://t.co/OT9mQbGNjZ'
1051925107252301824,Arusha,"b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051925010351239168,Oceania,"b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051925009596391424,,"b'Ted Cruz, Beto O\xe2\x80\x99Rourke try to rally Latino voters in Texas Senate race https://t.co/Q1pxnJqZOO'"
1051925008237436928,"Fort Worth, TX","b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051924980043198464,"Arizona, USA","b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051924931150106624,"Southern California, USA","b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051924929090744320,United States,"b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051924915857833985,"Maine, USA","b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051924908098379776,,b'Latino vote could be key in Texas senate race https://t.co/4K19qek9QK'
1051924905527300098,United States,"b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051924868185382917,New York City / Florida,"b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051924868101484546,,"b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051924868080504832,"Orlando, Florida","b""RT @FoxNews: Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051924858316185603,U.S.A.,"b""Ted Cruz, Beto O'Rourke try to rally Latino voters in the Texas Senate race. https://t.co/yNxbE6UvPb"""
1051924029559463939,,"b""Ted Cruz, Beto O'Rourke try to rally Latino voters in Texas Senate race https://t.co/LhVOohnDXs"""
1051923928225075201,,"b""RT @JohnCornyn: Cruz vs. O'Rourke is most expensive U.S. Senate race in history https://t.co/quGXT4OSl5"""
1051923455812153346,"Austin area, TX","b""via @FoxNewsPolitics Ted Cruz, Beto O'Rourke try to rally Latino voters in Texas Senate race https://t.co/rNcOrfIlFq https://t.co/wIf022kAj3"""
1051923267378995200,"Chicago, IL","b""Ted Cruz, Beto O'Rourke try to rally Latino voters in Texas Senate race https://t.co/UgOvvRWqxm"""
